"week";"user_id.x";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50";"51";"52";"53";"54";"55";"56";"57";"58";"59";"60";"61";"62";"63";"64";"65";"66";"67";"68";"69";"70";"71";"72";"73";"74";"75";"76";"77";"78";"79";"80";"81";"82";"83";"84"
36;16;4;0;0;0;0;4;4;4;4;4;0;0;4;0;0;0;4;0;0;0;4;4;4;4;0;0;0;0;4;4;0;0;0;0;0;4;0;4;0;4;0;0;4;4;4;0;4;0;4;0;0;4;0;0;0;0;0;4;0;4;4;4;0;0;0;0;4;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;17;4;0;0;0;0;4;4;8;12;12;0;0;4;4;0;4;0;0;8;4;4;4;4;4;0;0;0;0;4;4;0;0;0;0;4;4;0;8;4;4;0;4;4;8;12;0;8;0;4;4;0;4;0;0;0;0;0;4;0;0;0;4;0;0;8;0;4;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;18;0;0;0;0;0;4;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;4;8;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;8;0;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;19;4;0;0;0;0;0;0;4;16;8;0;0;0;4;0;0;8;0;0;4;0;4;0;0;0;0;0;4;0;4;0;0;0;0;4;0;4;4;4;0;0;4;0;4;8;4;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;20;0;0;0;1;0;5;0;0;5;5;0;0;0;4;0;0;4;0;4;0;0;0;0;0;0;0;0;1;4;1;0;1;0;0;1;0;0;4;4;0;0;0;0;5;4;1;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;8;1;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
36;21;4;0;0;4;0;4;8;4;4;4;0;0;4;0;0;4;4;0;0;0;0;4;8;4;0;0;0;0;4;4;0;0;0;0;0;4;0;4;0;4;0;0;4;8;4;0;4;0;4;0;0;4;0;0;0;0;0;4;0;0;0;4;4;4;4;0;4;4;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0
36;22;4;0;0;0;0;4;4;4;8;4;0;0;4;0;0;4;4;4;4;0;4;0;4;4;0;0;0;4;4;8;0;0;0;0;0;4;0;4;0;4;0;0;4;4;4;4;4;0;4;0;0;4;0;0;0;0;0;4;0;0;0;4;4;0;4;0;4;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;23;4;0;0;0;0;4;4;4;4;4;0;0;4;0;0;4;4;0;0;0;8;4;0;4;0;0;0;0;4;4;0;0;0;0;0;4;0;4;0;4;0;0;4;4;4;0;4;0;4;0;0;4;0;0;0;0;0;4;0;0;0;4;4;0;4;0;4;4;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0
36;24;4;0;0;0;0;4;4;4;4;4;0;0;4;0;0;4;4;0;0;0;4;4;4;0;0;0;0;0;4;4;0;0;0;0;0;4;0;4;0;4;0;0;4;4;4;0;4;0;4;0;0;4;0;0;0;0;0;4;0;0;0;4;0;0;0;0;4;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;25;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1
36;26;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;0;0;0;0;4;4;0;0;0;0;4;0;0;0;4;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;27;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1
36;28;0;0;0;1;0;1;0;0;5;1;0;0;0;0;0;0;0;0;4;1;0;4;0;0;0;0;0;0;0;5;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
36;29;4;0;0;0;0;8;4;4;4;4;0;0;4;0;0;4;4;0;0;4;4;4;4;4;0;0;0;0;0;4;0;0;0;0;0;4;0;8;0;4;0;0;4;4;4;0;4;0;4;0;0;4;4;0;0;0;0;4;0;0;0;4;0;0;4;0;4;8;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;30;4;0;0;1;0;5;4;4;9;9;0;0;4;0;0;4;4;0;4;1;4;8;4;4;0;4;0;5;4;0;0;1;0;0;1;4;0;8;0;4;0;0;4;5;4;5;4;0;4;0;0;4;4;0;0;0;0;4;0;0;0;5;0;0;4;1;4;4;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
36;31;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1
36;32;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
36;33;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1
36;34;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1
36;35;0;0;0;1;0;1;0;4;5;5;0;0;0;0;0;0;4;0;4;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;4;0;0;0;4;0;1;4;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
36;36;4;0;0;0;0;4;4;4;4;4;0;0;4;0;0;4;4;0;0;0;4;4;4;4;0;0;0;0;4;4;0;0;0;0;0;0;0;4;0;4;0;0;4;4;4;0;4;0;4;0;0;4;0;0;0;0;0;4;0;0;0;4;0;0;0;0;4;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;38;4;0;0;0;0;8;4;8;8;12;0;0;4;0;0;4;8;0;4;4;4;4;4;4;0;4;0;0;8;8;0;0;0;0;4;4;0;0;0;4;0;4;4;4;8;0;4;0;4;4;0;4;8;0;0;0;0;4;0;0;0;4;0;0;8;0;4;8;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;39;0;0;0;0;0;4;0;0;4;8;0;0;0;4;0;0;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;8;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;40;4;0;0;0;0;12;4;4;4;8;0;0;4;0;0;4;4;4;0;0;4;4;4;4;0;0;0;0;4;4;0;0;0;0;0;4;0;4;4;0;0;0;4;8;4;4;4;0;4;0;0;4;0;0;0;0;0;4;0;4;0;4;0;0;0;0;4;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;41;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1
36;42;0;0;0;0;0;0;0;4;4;4;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;0;0;0;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;43;4;0;0;0;0;4;4;4;4;4;0;0;4;0;0;4;4;4;0;0;4;4;4;4;0;4;0;0;4;4;0;0;0;0;0;4;0;4;0;4;0;0;0;8;4;0;4;0;8;0;0;4;0;0;0;0;0;4;0;4;0;4;0;0;0;0;4;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;44;4;0;0;5;0;9;8;4;9;13;0;0;4;4;0;4;8;8;4;5;8;4;4;4;0;4;0;1;4;5;0;1;0;0;1;4;0;4;8;8;0;0;8;0;8;5;8;0;8;0;0;4;0;0;0;0;0;4;0;8;0;5;0;4;4;1;4;4;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
36;45;4;0;0;0;0;4;4;8;12;12;0;0;4;4;0;4;12;0;8;4;4;4;4;4;0;0;0;0;4;4;0;0;0;0;4;4;0;8;4;4;0;4;4;8;0;0;8;0;4;4;0;4;0;0;0;0;0;4;0;0;0;4;0;0;8;0;4;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;46;0;0;0;1;0;5;0;0;5;5;0;0;0;0;0;0;0;4;4;1;0;4;0;0;0;0;0;5;0;5;0;1;0;0;1;0;0;0;4;4;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
36;47;4;0;0;0;0;4;4;4;8;8;0;0;4;4;0;4;8;0;4;4;4;4;4;4;0;0;0;0;4;4;0;0;0;0;0;4;0;4;4;4;0;0;4;8;8;0;0;0;4;0;0;4;0;0;0;0;0;4;0;0;0;4;0;0;4;0;4;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;48;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1
36;49;4;0;0;0;0;4;4;4;4;4;0;0;4;0;0;4;4;4;0;0;4;4;4;4;0;4;0;0;4;4;0;0;0;0;0;4;0;4;0;4;0;0;8;8;4;0;4;0;0;0;0;4;0;0;0;0;0;4;0;4;0;4;0;0;0;0;4;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;50;0;0;0;0;0;0;0;4;4;4;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;51;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1
36;52;4;0;0;0;0;4;4;4;4;4;0;0;4;0;0;4;4;0;0;0;4;4;4;4;0;0;0;0;4;4;0;0;0;0;0;4;0;4;0;4;0;0;4;4;4;0;4;0;4;0;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;0;4;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;53;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4;0;0;4;4;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;54;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1
36;55;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1
36;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;57;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1
36;58;4;0;0;0;0;4;4;4;4;4;0;0;4;0;0;4;4;0;0;0;4;4;4;4;0;0;0;0;4;4;0;0;0;0;0;4;0;4;0;4;0;0;4;4;4;0;4;0;4;0;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;4;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;59;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1
36;60;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;4;0;8;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;4;8;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;62;4;0;0;1;0;5;4;4;5;5;0;0;4;0;0;4;4;0;0;1;4;4;4;4;0;0;0;2;4;5;0;1;0;0;1;4;0;4;0;4;0;0;4;5;4;1;4;0;4;0;0;4;0;0;0;0;0;4;0;0;0;0;0;0;0;1;4;4;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
36;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
36;64;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;65;0;0;0;0;0;4;0;4;12;8;0;0;0;4;0;0;8;0;12;8;4;4;4;0;0;0;0;4;4;4;0;0;0;0;4;0;0;8;4;0;0;4;0;4;8;4;4;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
36;66;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
36;67;4;0;0;0;0;4;4;4;4;8;0;0;4;0;0;4;4;4;0;0;4;4;4;4;0;0;0;0;4;4;0;0;0;0;0;4;0;4;0;4;0;0;4;4;4;0;4;0;4;0;0;4;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;68;4;0;0;0;0;8;4;4;4;4;0;0;4;0;0;4;4;0;0;4;4;4;4;4;0;0;0;0;8;4;0;0;0;0;0;4;0;8;0;4;0;0;4;4;4;0;4;0;4;0;0;4;4;0;0;0;0;4;0;0;0;4;0;0;4;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;69;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1
36;70;4;0;0;0;0;4;4;4;4;4;0;0;4;0;0;4;4;0;0;0;4;4;4;4;0;0;0;0;4;4;0;0;0;0;0;4;0;4;0;4;0;0;4;4;4;0;4;0;4;0;0;4;0;0;0;0;0;4;0;0;0;4;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;71;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;73;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1
36;74;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1
36;75;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1
36;76;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1
36;77;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1
36;78;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1
