"user.id";"remote.user.id.if.known";"week";"count"
1;33;64;10
1;33;65;4
1;33;66;16
1;33;67;16
1;33;68;2
1;33;70;8
1;33;71;2
1;33;73;1
1;34;40;15
1;34;65;30
1;34;66;2
1;34;67;12
1;36;40;5
1;36;54;2
1;36;57;2
1;36;60;10
1;36;62;4
1;36;63;44
1;36;64;30
1;36;65;6
1;36;66;16
1;36;67;98
1;36;68;14
1;36;70;130
1;36;71;16
1;36;72;2
1;36;73;1
1;37;40;8
1;37;67;12
1;37;72;9
1;38;40;1
1;38;45;2
1;40;57;2
1;40;67;2
1;40;69;4
1;40;71;2
1;42;40;11
1;42;42;2
1;42;43;2
1;42;45;2
1;42;61;2
1;42;62;2
1;42;63;2
1;42;64;42
1;42;65;80
1;42;66;10
1;42;67;64
1;42;68;6
1;42;69;40
1;42;70;10
1;42;71;4
1;42;72;10
1;42;73;6
1;42;74;18
1;42;75;2
1;42;76;1
1;43;61;2
1;43;67;22
1;43;70;2
1;43;73;1
1;43;74;29
1;43;75;1
1;44;42;2
1;44;56;2
1;44;57;10
1;44;58;10
1;44;61;12
1;44;62;35
1;44;63;12
1;44;64;36
1;44;65;110
1;44;66;36
1;44;67;6
1;44;68;8
1;44;69;6
1;44;70;10
1;44;71;2
1;44;72;2
1;44;73;3
1;45;57;2
1;45;64;2
1;45;74;1
1;46;56;2
1;46;57;20
1;46;60;2
1;46;62;8
1;46;63;152
1;46;64;36
1;46;65;74
1;46;66;68
1;46;67;96
1;46;68;4
1;46;69;102
1;46;70;42
1;46;71;214
1;46;72;21
1;46;73;23
1;47;40;9
1;47;63;2
1;47;64;4
1;47;65;32
1;47;66;4
1;47;67;2
1;48;40;16
1;49;40;6
1;49;70;2
1;49;74;13
1;49;75;1
1;51;45;4
1;52;43;2
1;52;44;8
1;52;45;16
1;52;55;15
1;52;56;2
1;52;57;185
1;52;58;26
1;52;60;10
1;52;61;84
1;52;63;178
1;52;64;140
1;52;65;132
1;52;66;254
1;52;67;162
1;55;40;1
1;55;63;2
1;55;64;10
1;55;65;14
1;56;40;19
1;56;66;6
1;56;67;10
1;56;72;4
1;56;73;1
1;56;74;2
1;56;75;1
1;57;40;21
1;57;41;6
1;57;42;20
1;57;48;4
1;57;55;40
1;57;56;20
1;57;57;197
1;57;58;194
1;57;60;219
1;57;61;304
1;57;62;233
1;57;63;888
1;57;64;482
1;57;65;558
1;57;66;726
1;57;67;602
1;57;68;266
1;57;69;1030
1;57;70;516
1;57;71;494
1;57;72;342
1;57;73;145
1;58;45;4
1;58;54;4
1;58;55;39
1;58;56;10
1;58;57;166
1;58;58;122
1;58;60;2
1;58;61;2
1;58;62;45
1;58;63;156
1;58;64;162
1;58;65;26
1;58;66;36
1;58;67;58
1;58;68;114
1;58;69;98
1;58;71;32
1;58;72;70
1;58;73;24
1;58;74;112
1;59;43;2
1;59;45;2
1;59;57;2
1;59;58;2
1;59;60;12
1;59;61;2
1;59;62;6
1;59;63;30
1;59;64;44
1;59;65;22
1;59;66;16
1;59;67;20
1;59;68;18
1;59;69;22
1;59;70;8
1;59;71;8
1;59;72;3
1;59;73;13
1;59;74;35
1;60;40;2
1;60;43;2
1;60;54;4
1;60;63;2
1;60;71;40
1;60;74;1
1;61;40;4
1;61;55;10
1;61;56;62
1;61;57;165
1;61;58;30
1;61;59;46
1;61;60;187
1;61;61;540
1;61;62;966
1;61;63;1754
1;61;64;1026
1;61;65;1619
1;61;66;1697
1;61;67;1364
1;61;68;1220
1;61;69;634
1;61;70;734
1;61;71;1092
1;61;72;886
1;61;73;379
1;61;74;547
1;61;75;11
1;61;76;9
1;62;40;4
1;62;57;2
1;62;64;6
1;62;66;2
1;62;68;6
1;62;70;8
1;62;71;2
1;63;43;4
1;63;44;158
1;63;45;8
1;63;48;2
1;63;56;44
1;63;57;325
1;63;58;128
1;63;60;223
1;63;61;346
1;63;62;308
1;63;63;1639
1;63;64;820
1;63;66;146
1;63;67;768
1;63;68;138
1;63;70;1124
1;63;71;504
1;64;58;6
1;64;61;2
1;64;62;14
1;64;63;22
1;64;64;24
1;64;65;42
1;64;66;30
1;64;67;28
1;64;68;14
1;64;69;6
1;64;71;68
1;64;72;9
1;64;73;4
1;64;74;16
1;65;40;2
1;66;40;4
1;67;40;4
1;67;61;2
1;67;63;2
1;68;62;2
1;68;71;2
1;69;40;8
1;70;40;19
1;70;42;2
1;70;58;2
1;70;61;6
1;70;63;18
1;70;64;4
1;70;65;12
1;70;66;12
1;70;67;24
1;70;68;2
1;70;69;16
1;70;70;18
1;70;71;4
1;70;72;3
1;70;73;4
1;70;74;1
1;71;40;11
1;71;41;2
1;71;43;10
1;71;44;136
1;71;45;124
1;71;54;4
1;71;55;25
1;71;56;14
1;71;57;24
1;71;58;112
1;71;60;34
1;71;61;156
1;71;62;134
1;71;63;298
1;71;64;40
1;71;65;4
1;71;66;36
1;71;67;338
1;71;68;42
1;71;69;824
1;71;70;250
1;71;71;184
1;71;73;210
1;71;74;4
1;71;76;1
1;72;57;2
1;72;58;2
1;72;64;4
1;72;65;2
1;72;66;2
1;72;69;2
1;72;72;4
1;72;73;4
1;74;40;22
1;75;64;2
1;75;69;4
1;75;71;40
1;75;72;7
1;75;75;1
1;75;76;1
1;76;40;6
1;76;57;2
1;76;63;50
1;76;65;34
1;76;66;4
1;76;67;2
1;76;68;4
1;76;69;6
1;76;70;28
1;76;73;1
1;76;74;3
1;76;75;3
1;76;76;1
1;77;63;349
1;77;65;18
1;77;66;10
1;77;67;52
1;77;69;164
1;77;72;1
1;77;73;1
1;79;61;2
1;79;65;4
1;79;66;2
1;79;67;6
1;79;69;4
1;79;70;4
1;79;71;6
1;79;72;8
1;79;73;3
1;80;60;4
1;80;63;154
1;80;64;16
1;80;65;2
1;80;66;2
1;80;67;6
1;80;69;4
1;80;70;8
1;80;75;1
2;1;43;36
2;1;44;2
2;1;50;21
2;1;53;2
2;1;54;6
2;1;55;8
2;1;56;60
2;1;57;12
2;1;58;154
2;1;59;21
2;1;60;110
2;1;62;74
2;1;63;78
2;1;64;127
2;1;65;10
2;1;66;243
2;1;67;260
2;1;68;106
2;1;69;183
2;1;70;193
2;1;71;82
2;4;54;1
2;4;66;2
2;4;68;1
2;4;70;1
2;5;54;1
2;5;62;4
2;5;67;1
2;5;68;3
2;5;69;4
2;5;70;4
2;5;71;1
2;6;58;1
2;6;66;3
2;6;68;4
2;7;64;1
2;8;41;1
2;8;44;1
2;8;48;3
2;8;49;2
2;8;54;3
2;8;63;1
2;8;68;4
2;8;69;17
2;8;70;3
2;8;71;1
2;9;54;2
2;9;67;2
2;11;53;1
2;11;54;4
2;11;62;1
2;11;64;1
2;11;65;4
2;11;66;1
2;11;67;1
2;11;68;2
2;11;69;1
2;11;71;1
2;12;42;2
2;14;41;1
2;14;42;136
2;14;43;48
2;14;44;2
2;14;48;3
2;14;50;51
2;14;53;22
2;14;54;1
2;14;55;2
2;14;56;2
2;14;59;2
2;14;60;72
2;14;62;129
2;14;63;5
2;14;66;9
2;14;67;493
2;14;68;2
2;14;69;32
2;14;70;180
2;14;71;140
2;15;41;1
2;15;54;2
2;15;66;2
2;15;70;2
2;16;53;2
2;16;54;2
2;16;60;2
2;16;63;1
2;18;54;3
2;18;55;1
2;18;63;1
2;18;66;4
2;20;42;1
2;20;49;2
2;20;56;11
2;20;58;4
2;20;59;3
2;20;62;12
2;20;63;4
2;20;64;19
2;20;65;6
2;20;66;26
2;20;68;22
2;20;69;17
2;20;70;5
2;20;71;7
2;21;50;5
2;21;54;4
2;21;56;1
2;21;59;1
2;21;60;6
2;21;63;3
2;21;66;1
2;21;69;2
2;21;70;6
2;22;42;1
2;23;42;1
2;23;44;2
2;23;56;1
2;23;58;2
2;23;62;5
2;23;63;5
2;23;64;62
2;23;67;31
2;23;68;14
2;23;69;6
2;23;70;6
2;24;55;3
2;24;56;5
2;24;58;10
2;24;59;5
2;24;60;1
2;24;62;1
2;24;63;15
2;24;64;37
2;24;65;3
2;24;66;6
2;24;67;19
2;24;68;5
2;24;69;5
2;24;70;34
2;24;71;54
2;25;41;1
2;25;48;139
2;25;50;3
2;25;55;1
2;27;60;2
2;27;66;3
2;27;69;1
2;28;41;1
2;28;58;2
2;29;42;1
2;29;43;4
2;30;42;1
2;30;49;3
2;30;56;7
2;30;58;7
2;30;59;4
2;30;60;1
2;30;63;2
2;30;65;5
2;30;66;42
2;30;67;1
2;30;68;5
2;30;69;23
2;30;71;7
2;31;59;2
2;31;63;6
2;31;64;6
2;31;65;3
2;31;66;78
2;31;67;8
2;31;68;1
2;31;69;14
2;31;70;26
2;31;71;16
2;32;66;5
2;32;68;1
2;33;66;1
2;33;68;1
2;33;69;1
2;33;70;3
2;34;41;1
2;34;42;1
2;34;44;1
2;34;49;2
2;34;54;1
2;34;55;1
2;34;58;3
2;34;59;1
2;34;62;8
2;34;63;12
2;34;65;3
2;34;67;3
2;34;69;7
2;34;70;3
2;34;71;4
2;35;53;1
2;35;54;2
2;35;58;1
2;35;62;4
2;35;66;4
2;35;67;1
2;36;49;1
2;36;50;25
2;36;53;1
2;36;54;2
2;36;55;2
2;36;56;33
2;36;57;13
2;36;58;170
2;36;59;29
2;36;60;20
2;36;62;165
2;36;63;6
2;36;64;1
2;36;65;4
2;36;66;40
2;36;67;211
2;36;68;20
2;36;70;32
2;37;54;2
2;38;44;2
2;38;56;2
2;38;58;3
2;40;42;1
2;40;58;2
2;40;59;3
2;40;62;1
2;40;65;1
2;40;67;5
2;40;70;4
2;40;71;1
2;42;42;2
2;42;44;2
2;42;48;1
2;42;49;3
2;42;54;3
2;42;58;2
2;42;59;4
2;42;60;2
2;42;62;9
2;42;63;7
2;42;64;6
2;42;65;4
2;42;66;1
2;42;67;2
2;42;68;8
2;42;69;16
2;42;70;7
2;42;71;7
2;43;59;2
2;43;62;2
2;43;67;1
2;43;68;3
2;43;69;38
2;44;41;1
2;44;56;2
2;44;58;2
2;44;59;1
2;44;62;2
2;44;63;1
2;44;64;3
2;44;68;4
2;44;70;2
2;45;70;1
2;46;41;1
2;46;49;1
2;46;53;5
2;46;54;5
2;46;56;103
2;46;57;4
2;46;58;103
2;46;59;33
2;46;60;13
2;46;62;134
2;46;63;72
2;46;64;4
2;46;65;37
2;46;66;263
2;46;67;222
2;46;68;38
2;46;69;133
2;46;70;30
2;46;71;193
2;47;41;1
2;47;58;1
2;47;59;1
2;47;63;1
2;47;65;3
2;47;67;4
2;51;42;1
2;51;44;2
2;51;48;2
2;51;49;3
2;51;56;2
2;52;49;2
2;52;58;7
2;52;59;3
2;52;62;1
2;52;63;1
2;52;65;2
2;52;66;1
2;52;67;3
2;52;68;1
2;54;65;1
2;54;70;1
2;54;71;1
2;55;42;5
2;55;44;3
2;55;48;1
2;55;49;4
2;55;53;1
2;55;55;2
2;55;62;2
2;55;63;12
2;55;64;9
2;55;65;2
2;56;66;2
2;56;70;1
2;57;41;1
2;57;42;65
2;57;48;24
2;57;49;1
2;57;50;4
2;57;53;39
2;57;54;14
2;57;56;90
2;57;58;106
2;57;59;45
2;57;60;89
2;57;62;141
2;57;63;71
2;57;64;15
2;57;65;78
2;57;66;323
2;57;67;283
2;57;68;77
2;57;69;145
2;57;70;62
2;57;71;188
2;58;58;1
2;58;65;4
2;59;54;2
2;59;56;1
2;59;58;1
2;59;59;5
2;59;60;1
2;59;62;5
2;59;63;5
2;59;64;6
2;59;65;3
2;59;66;5
2;59;67;9
2;59;68;2
2;59;69;8
2;59;70;3
2;59;71;1
2;60;41;1
2;60;42;3
2;60;70;1
2;61;42;89
2;61;43;40
2;61;48;221
2;61;53;1
2;61;56;52
2;61;58;146
2;61;59;9
2;61;60;16
2;61;62;101
2;61;63;85
2;61;65;5
2;61;66;106
2;61;67;322
2;61;68;88
2;61;69;99
2;61;70;126
2;61;71;24
2;62;49;2
2;62;54;4
2;62;58;10
2;62;63;12
2;62;65;4
2;62;66;7
2;62;67;11
2;62;68;1
2;62;69;8
2;62;70;9
2;63;42;1
2;63;50;1
2;63;58;228
2;63;59;17
2;63;60;11
2;63;62;41
2;63;63;49
2;63;64;2
2;63;66;4
2;63;67;28
2;63;68;7
2;63;70;30
2;63;71;30
2;64;56;1
2;64;58;2
2;64;62;1
2;64;63;1
2;64;64;2
2;64;65;2
2;64;68;2
2;64;69;6
2;64;70;2
2;64;71;2
2;65;59;2
2;66;43;5
2;66;48;8
2;66;50;1
2;66;53;55
2;66;54;7
2;66;55;1
2;66;56;2
2;66;59;5
2;66;60;9
2;67;67;1
2;67;70;1
2;68;41;1
2;68;53;1
2;68;67;1
2;68;70;1
2;68;71;1
2;69;58;5
2;69;62;1
2;69;63;11
2;69;67;6
2;70;58;6
2;70;59;1
2;70;60;4
2;70;63;1
2;70;64;1
2;70;65;8
2;70;66;12
2;70;67;12
2;70;68;1
2;70;69;4
2;70;70;17
2;71;41;1
2;71;42;28
2;71;43;85
2;71;44;2
2;71;48;134
2;71;49;17
2;71;54;6
2;71;55;3
2;71;56;186
2;71;58;260
2;71;59;12
2;71;60;24
2;71;62;88
2;71;63;73
2;71;64;49
2;71;65;41
2;71;67;320
2;71;68;39
2;71;69;150
2;71;70;7
2;71;71;1
2;72;59;3
2;72;66;3
2;72;70;4
2;75;58;4
2;75;68;1
2;75;70;1
2;76;55;47
2;76;56;113
2;76;58;145
2;76;59;34
2;76;60;36
2;76;62;158
2;76;63;13
2;76;64;9
2;76;65;137
2;76;66;217
2;76;67;275
2;76;68;48
2;76;69;146
2;76;70;178
2;76;71;136
2;77;41;3
2;77;55;2
2;77;56;2
2;77;58;1
2;77;59;7
2;77;60;3
2;77;62;4
2;77;63;39
2;77;65;2
2;77;66;1
2;77;67;5
2;77;69;45
2;77;70;2
2;77;71;13
2;78;54;1
2;78;64;2
2;79;58;2
2;79;59;1
2;79;62;2
2;79;63;1
2;79;65;1
2;79;66;4
2;79;67;3
2;79;68;2
2;79;69;1
2;79;70;1
2;79;71;2
2;80;63;1
2;80;66;1
2;80;68;2
4;1;41;2
4;1;45;10
4;1;47;4
4;1;54;2
4;1;55;2
4;1;59;6
4;1;62;7
4;1;63;40
4;1;64;43
4;1;65;48
4;1;66;26
4;1;67;42
4;1;68;19
4;1;69;81
4;1;70;94
4;1;71;28
4;1;72;2
4;1;73;16
4;1;74;30
4;2;41;12
4;2;44;12
4;2;63;28
4;2;66;4
4;2;67;2
4;2;68;2
4;2;69;1
4;2;70;2
4;2;71;6
4;2;72;4
4;2;73;2
4;5;40;8
4;5;45;6
4;5;54;2
4;5;62;3
4;5;67;1
4;5;69;3
4;5;71;8
4;5;73;2
4;6;40;10
4;6;41;8
4;6;43;4
4;6;53;4
4;6;58;24
4;6;66;1
4;6;68;1
4;6;70;4
4;7;41;12
4;7;44;10
4;7;49;16
4;7;50;188
4;7;51;6
4;7;52;16
4;7;55;104
4;7;56;20
4;7;57;80
4;7;58;166
4;7;59;454
4;7;60;13
4;7;61;233
4;7;62;269
4;7;63;366
4;7;64;354
4;7;65;260
4;7;66;556
4;7;67;210
4;7;68;527
4;7;69;270
4;7;70;994
4;7;71;1454
4;7;72;916
4;7;73;1608
4;7;74;1274
4;8;42;2
4;8;53;2
4;8;54;2
4;8;58;2
4;8;63;1
4;8;68;8
4;8;69;11
4;8;70;18
4;8;71;42
4;9;45;2
4;9;47;6
4;9;50;2
4;9;51;2
4;9;54;8
4;9;56;6
4;9;57;6
4;9;61;38
4;9;62;105
4;9;63;248
4;9;64;4
4;9;66;158
4;9;67;81
4;9;68;71
4;9;69;69
4;9;70;26
4;9;71;72
4;9;72;296
4;9;73;2
4;11;41;96
4;11;42;364
4;11;43;372
4;11;44;16
4;11;45;156
4;11;46;230
4;11;47;40
4;11;48;14
4;11;49;14
4;11;50;2
4;11;53;6
4;11;54;74
4;11;55;488
4;11;56;142
4;11;57;1076
4;11;58;1110
4;11;59;300
4;11;60;98
4;11;61;122
4;11;62;262
4;11;63;748
4;11;64;461
4;11;65;524
4;11;66;315
4;11;67;317
4;11;68;554
4;11;69;656
4;11;70;1760
4;11;71;1172
4;11;72;16
4;11;73;112
4;12;60;4
4;14;40;8
4;14;60;4
4;14;63;1
4;14;68;28
4;14;73;2
4;15;41;6
4;15;49;2
4;15;50;2
4;15;54;20
4;15;57;50
4;15;58;10
4;15;59;6
4;15;62;1
4;15;63;58
4;15;65;7
4;15;66;20
4;15;67;10
4;15;68;48
4;15;69;5
4;15;71;2
4;15;73;6
4;16;41;118
4;16;42;650
4;16;43;446
4;16;44;188
4;16;45;432
4;16;46;936
4;16;47;192
4;16;48;12
4;16;49;274
4;16;50;2
4;16;51;2
4;16;53;2
4;16;54;76
4;16;58;634
4;16;60;2
4;16;61;240
4;16;62;100
4;16;63;5
4;16;64;2
4;18;41;8
4;18;42;88
4;18;43;22
4;18;44;8
4;18;45;2
4;18;46;16
4;18;47;42
4;18;48;2
4;18;49;46
4;18;50;24
4;18;54;22
4;18;55;12
4;18;56;10
4;18;57;110
4;18;58;32
4;18;59;116
4;18;60;40
4;18;61;33
4;18;62;67
4;18;63;224
4;18;64;128
4;18;65;132
4;18;66;167
4;18;67;77
4;18;68;129
4;18;69;263
4;18;70;458
4;18;71;584
4;18;72;14
4;18;73;8
4;19;44;2
4;19;46;2
4;19;49;2
4;19;51;4
4;19;61;1
4;19;62;100
4;19;63;8
4;19;64;3
4;19;66;26
4;19;67;37
4;19;68;5
4;20;41;4
4;20;54;4
4;20;57;2
4;20;58;6
4;20;61;1
4;20;62;6
4;20;63;7
4;20;64;7
4;20;65;7
4;20;66;3
4;20;67;3
4;20;68;12
4;20;69;1
4;20;70;14
4;20;71;26
4;20;72;46
4;20;73;20
4;20;74;30
4;21;41;6
4;21;42;6
4;21;43;2
4;21;44;2
4;21;53;8
4;21;54;12
4;21;55;2
4;21;56;6
4;21;57;18
4;21;58;56
4;21;59;66
4;21;60;6
4;21;61;27
4;21;62;6
4;21;63;7
4;21;64;1
4;21;65;2
4;21;66;1
4;21;67;29
4;21;68;16
4;21;69;45
4;21;70;30
4;21;71;102
4;21;72;158
4;21;73;20
4;22;59;2
4;22;60;2
4;22;62;2
4;22;63;6
4;22;64;16
4;22;65;5
4;22;66;1
4;22;67;2
4;22;68;1
4;22;69;1
4;22;71;12
4;22;72;2
4;23;40;16
4;23;41;2
4;23;43;6
4;23;47;2
4;23;53;2
4;23;62;39
4;23;64;1
4;23;66;8
4;23;67;6
4;23;68;2
4;23;69;4
4;23;70;12
4;23;72;2
4;23;73;2
4;23;74;2
4;24;42;22
4;24;43;80
4;24;44;58
4;24;45;12
4;24;47;66
4;24;49;2
4;24;50;156
4;24;54;2
4;24;55;140
4;24;56;48
4;24;57;154
4;24;58;308
4;24;59;318
4;24;60;37
4;24;61;44
4;24;62;95
4;24;63;201
4;24;64;93
4;24;65;157
4;24;66;87
4;24;67;114
4;24;68;269
4;24;69;57
4;24;70;458
4;24;71;362
4;24;72;170
4;25;41;6
4;25;42;4
4;25;44;2
4;25;56;4
4;27;40;28
4;27;41;10
4;27;43;2
4;27;44;2
4;27;58;12
4;27;62;15
4;27;63;2
4;27;64;2
4;27;65;2
4;27;67;1
4;27;69;1
4;27;71;26
4;27;72;6
4;27;73;4
4;28;40;32
4;28;41;6
4;28;43;2
4;28;62;1
4;28;63;7
4;28;65;1
4;29;40;10
4;29;63;1
4;29;64;1
4;29;66;24
4;29;71;8
4;29;72;2
4;30;40;16
4;30;53;2
4;30;56;18
4;30;58;14
4;30;59;4
4;30;64;8
4;30;65;2
4;30;66;2
4;30;67;3
4;30;68;13
4;30;69;1
4;30;70;8
4;30;71;44
4;30;72;16
4;30;73;26
4;30;74;8
4;31;61;2
4;31;62;3
4;31;63;11
4;31;64;8
4;31;65;11
4;31;66;5
4;31;67;7
4;31;68;5
4;31;69;11
4;31;70;40
4;31;71;24
4;31;72;156
4;31;73;70
4;31;74;28
4;32;40;6
4;32;44;2
4;32;56;4
4;32;61;1
4;32;62;12
4;32;63;45
4;32;64;33
4;32;65;3
4;32;66;45
4;32;67;40
4;32;68;36
4;32;71;48
4;33;41;4
4;33;42;22
4;33;43;60
4;33;44;24
4;33;45;8
4;33;46;72
4;33;47;98
4;33;49;4
4;33;50;76
4;33;53;12
4;33;54;24
4;33;55;334
4;33;56;154
4;33;57;82
4;33;58;364
4;33;59;204
4;33;60;166
4;33;61;74
4;33;62;143
4;33;63;268
4;33;64;171
4;33;65;200
4;33;66;248
4;33;67;205
4;33;68;230
4;33;69;313
4;33;70;766
4;33;71;752
4;33;72;378
4;33;73;86
4;34;40;10
4;34;41;4
4;34;61;4
4;34;63;8
4;34;67;3
4;34;73;4
4;35;48;2
4;35;58;2
4;35;61;5
4;35;62;61
4;35;63;73
4;35;66;39
4;35;67;14
4;35;68;47
4;35;71;2
4;36;40;58
4;36;41;36
4;36;42;42
4;36;43;36
4;36;45;28
4;36;47;78
4;36;49;8
4;36;50;214
4;36;53;4
4;36;54;12
4;36;55;136
4;36;56;24
4;36;57;202
4;36;58;94
4;36;59;102
4;36;60;11
4;36;61;14
4;36;62;120
4;36;63;42
4;36;64;93
4;36;65;94
4;36;66;9
4;36;67;118
4;36;68;33
4;36;69;2
4;36;70;584
4;36;71;510
4;36;72;150
4;36;73;22
4;37;40;10
4;37;44;2
4;37;62;1
4;37;63;3
4;37;66;1
4;37;67;1
4;37;69;6
4;37;71;4
4;38;40;16
4;38;58;2
4;40;44;2
4;40;45;2
4;40;56;26
4;40;58;4
4;40;61;5
4;40;65;2
4;40;66;30
4;40;67;8
4;40;68;3
4;40;69;4
4;40;70;4
4;42;40;14
4;42;41;8
4;42;45;2
4;42;53;2
4;42;54;2
4;42;58;2
4;42;59;4
4;42;60;5
4;42;61;2
4;42;62;4
4;42;64;8
4;42;65;3
4;42;66;1
4;42;67;7
4;42;68;9
4;42;70;10
4;42;71;22
4;42;72;48
4;42;73;64
4;42;74;90
4;43;41;8
4;43;58;10
4;43;59;118
4;43;61;36
4;43;62;14
4;43;67;16
4;43;68;2
4;43;69;35
4;43;70;54
4;43;71;22
4;43;72;4
4;43;74;68
4;44;40;34
4;44;41;50
4;44;42;6
4;44;43;20
4;44;44;4
4;44;45;12
4;44;46;10
4;44;47;8
4;44;48;2
4;44;49;12
4;44;50;6
4;44;55;42
4;44;56;8
4;44;57;20
4;44;58;62
4;44;59;148
4;44;60;4
4;44;61;21
4;44;62;136
4;44;63;62
4;44;64;10
4;44;65;37
4;44;66;20
4;44;67;21
4;44;68;64
4;44;69;104
4;44;70;242
4;44;71;202
4;44;72;74
4;44;73;60
4;45;59;2
4;45;62;39
4;45;63;7
4;45;64;1
4;45;66;29
4;45;67;5
4;45;68;4
4;45;69;13
4;45;70;12
4;45;72;4
4;46;40;60
4;46;41;308
4;46;42;362
4;46;43;402
4;46;44;112
4;46;45;110
4;46;46;286
4;46;47;198
4;46;48;4
4;46;49;56
4;46;50;6
4;46;54;154
4;46;55;234
4;46;56;96
4;46;57;148
4;46;58;398
4;46;59;506
4;46;61;204
4;46;62;313
4;46;63;432
4;46;64;133
4;46;65;236
4;46;66;219
4;46;67;128
4;46;68;310
4;46;69;452
4;46;70;986
4;46;71;834
4;46;72;100
4;46;73;12
4;47;40;8
4;47;42;2
4;47;58;2
4;47;61;19
4;47;64;1
4;47;67;2
4;48;40;4
4;48;70;20
4;48;73;2
4;49;45;2
4;49;54;44
4;49;55;146
4;49;56;38
4;49;57;196
4;49;58;404
4;49;59;500
4;49;61;48
4;49;62;125
4;49;63;303
4;49;64;153
4;49;65;137
4;49;66;240
4;49;67;117
4;49;68;256
4;49;69;242
4;49;70;826
4;49;71;542
4;49;72;204
4;49;73;30
4;51;41;6
4;51;44;2
4;51;45;2
4;52;43;214
4;52;44;154
4;52;45;502
4;52;46;662
4;52;47;381
4;52;48;16
4;52;49;442
4;52;50;260
4;52;54;322
4;52;55;582
4;52;56;28
